,recovery,temperature,code1,code2,share1,share2
1,10,66.22418564354162,AHS,AWB,0.46,0.54
2,20,178.9060668545289,AHS,AWB,0.46,0.54
3,30,333.2515657836387,AHS,AWB,0.46,0.54
4,40,417.2700480854369,AHS,AWB,0.46,0.54
5,50,480.82328266015304,AHS,AWB,0.46,0.54
6,60,539.4966243404456,AHS,AWB,0.46,0.54
7,70,603.1757292548637,AHS,AWB,0.46,0.54
8,80,,AHS,AWB,0.46,0.54
9,90,,AHS,AWB,0.46,0.54
10,95,,AHS,AWB,0.46,0.54
11,99,,AHS,AWB,0.46,0.54
0,5,39.630121505056046,AHS,AWB,0.47,0.53
1,10,66.49465649223157,AHS,AWB,0.47,0.53
2,20,178.92598223476801,AHS,AWB,0.47,0.53
3,30,333.66843054339444,AHS,AWB,0.47,0.53
4,40,417.7665631959221,AHS,AWB,0.47,0.53
5,50,481.1284445395806,AHS,AWB,0.47,0.53
6,60,539.4699448205047,AHS,AWB,0.47,0.53
7,70,602.7480999028301,AHS,AWB,0.47,0.53
8,80,,AHS,AWB,0.47,0.53
9,90,,AHS,AWB,0.47,0.53
10,95,,AHS,AWB,0.47,0.53
11,99,,AHS,AWB,0.47,0.53
0,5,39.68749425071385,AHS,AWB,0.48,0.52
1,10,66.76800327807246,AHS,AWB,0.48,0.52
2,20,178.94591022276128,AHS,AWB,0.48,0.52
3,30,334.08884281996217,AHS,AWB,0.48,0.52
4,40,418.2629465020154,AHS,AWB,0.48,0.52
5,50,481.4307018460527,AHS,AWB,0.48,0.52
6,60,539.4435799377482,AHS,AWB,0.48,0.52
7,70,602.325573603809,AHS,AWB,0.48,0.52
8,80,,AHS,AWB,0.48,0.52
9,90,,AHS,AWB,0.48,0.52
10,95,,AHS,AWB,0.48,0.52
11,99,,AHS,AWB,0.48,0.52
0,5,39.744905285939204,AHS,AWB,0.49,0.51
1,10,67.04418788707295,AHS,AWB,0.49,0.51
2,20,178.96585093957648,AHS,AWB,0.49,0.51
3,30,334.51285640249495,AHS,AWB,0.49,0.51
4,40,418.7591707188401,AHS,AWB,0.49,0.51
5,50,481.7300985565208,AHS,AWB,0.49,0.51
6,60,539.4175241362022,AHS,AWB,0.49,0.51
7,70,601.9080492364388,AHS,AWB,0.49,0.51
8,80,,AHS,AWB,0.49,0.51
9,90,,AHS,AWB,0.49,0.51
10,95,,AHS,AWB,0.49,0.51
11,99,,AHS,AWB,0.49,0.51
0,5,39.80236965739257,AHS,AWB,0.5,0.5
1,10,67.32333333765357,AHS,AWB,0.5,0.5
2,20,178.9858044990877,AHS,AWB,0.5,0.5
3,30,334.9405443099855,AHS,AWB,0.5,0.5
4,40,419.25523952201667,AHS,AWB,0.5,0.5
5,50,482.0266842234825,AHS,AWB,0.5,0.5
6,60,539.391771991214,AHS,AWB,0.5,0.5
7,70,601.4954431678312,AHS,AWB,0.5,0.5
8,80,716.8676994799462,AHS,AWB,0.5,0.5
9,90,,AHS,AWB,0.5,0.5
10,95,,AHS,AWB,0.5,0.5
11,99,,AHS,AWB,0.5,0.5
0,5,39.85990269538216,AHS,AWB,0.51,0.49
1,10,67.60548131031382,AHS,AWB,0.51,0.49
2,20,179.00577095415818,AHS,AWB,0.51,0.49
3,30,335.37197782428626,AHS,AWB,0.51,0.49
4,40,419.7511251534681,AHS,AWB,0.51,0.49
5,50,482.3204874241116,AHS,AWB,0.51,0.49
6,60,539.3663182055362,AHS,AWB,0.51,0.49
7,70,601.0876640156296,AHS,AWB,0.51,0.49
8,80,713.1559873836468,AHS,AWB,0.51,0.49
9,90,,AHS,AWB,0.51,0.49
10,95,,AHS,AWB,0.51,0.49
11,99,,AHS,AWB,0.51,0.49
0,5,39.91751998044233,AHS,AWB,0.52,0.48
1,10,67.89056438385218,AHS,AWB,0.52,0.48
2,20,179.02574949386184,AHS,AWB,0.52,0.48
3,30,335.807215776889,AHS,AWB,0.52,0.48
4,40,420.24683036436335,AHS,AWB,0.52,0.48
5,50,482.6115419956895,AHS,AWB,0.52,0.48
6,60,539.3411576055562,AHS,AWB,0.52,0.48
7,70,600.6846223086529,AHS,AWB,0.52,0.48
8,80,709.6856397329686,AHS,AWB,0.52,0.48
9,90,,AHS,AWB,0.52,0.48
10,95,,AHS,AWB,0.52,0.48
11,99,,AHS,AWB,0.52,0.48
0,5,39.97523731164486,AHS,AWB,0.53,0.47
1,10,68.17856363661681,AHS,AWB,0.53,0.47
2,20,179.0457398830441,AHS,AWB,0.53,0.47
3,30,336.24634131292134,AHS,AWB,0.53,0.47
4,40,420.7423269651976,AHS,AWB,0.53,0.47
5,50,482.8998960626341,AHS,AWB,0.53,0.47
6,60,539.3162851376569,AHS,AWB,0.53,0.47
7,70,600.2862403803406,AHS,AWB,0.53,0.47
8,80,706.4306844517027,AHS,AWB,0.53,0.47
9,90,,AHS,AWB,0.53,0.47
10,95,,AHS,AWB,0.53,0.47
11,99,,AHS,AWB,0.53,0.47
0,5,40.033038822022924,AHS,AWB,0.54,0.46
1,10,68.4696305610842,AHS,AWB,0.54,0.46
2,20,179.06574221034776,AHS,AWB,0.54,0.46
3,30,336.68940900922803,AHS,AWB,0.54,0.46
4,40,421.237616766839,AHS,AWB,0.54,0.46
5,50,483.1855899213889,AHS,AWB,0.54,0.46
6,60,539.2916958647107,AHS,AWB,0.54,0.46
7,70,599.8924264769436,AHS,AWB,0.54,0.46
8,80,703.3672665087372,AHS,AWB,0.54,0.46
9,90,,AHS,AWB,0.54,0.46
10,95,,AHS,AWB,0.54,0.46
11,99,,AHS,AWB,0.54,0.46
0,5,40.09079945353602,AHS,AWB,0.55,0.45
1,10,68.76368871386374,AHS,AWB,0.55,0.45
2,20,179.08575656309463,AHS,AWB,0.55,0.45
3,30,337.136504138578,AHS,AWB,0.55,0.45
4,40,421.7326711987402,AHS,AWB,0.55,0.45
5,50,483.46864510085913,AHS,AWB,0.55,0.45
6,60,539.267384962697,AHS,AWB,0.55,0.45
7,70,599.5031071996955,AHS,AWB,0.55,0.45
8,80,700.4755118555622,AHS,AWB,0.55,0.45
9,90,,AHS,AWB,0.55,0.45
10,95,,AHS,AWB,0.55,0.45
11,99,,AHS,AWB,0.55,0.45
0,5,40.14852755274602,AHS,AWB,0.56,0.44
1,10,69.06062794283933,AHS,AWB,0.56,0.44
2,20,179.1057830272814,AHS,AWB,0.56,0.44
3,30,337.5876851129367,AHS,AWB,0.56,0.44
4,40,422.2274911087149,AHS,AWB,0.56,0.44
5,50,483.7491059102117,AHS,AWB,0.56,0.44
6,60,539.2433477174378,AHS,AWB,0.56,0.44
7,70,599.1182000389996,AHS,AWB,0.56,0.44
8,80,697.7386391844867,AHS,AWB,0.56,0.44
9,90,,AHS,AWB,0.56,0.44
10,95,,AHS,AWB,0.56,0.44
11,99,,AHS,AWB,0.56,0.44
0,5,40.206250477297345,AHS,AWB,0.57,0.43
1,10,69.36057139192795,AHS,AWB,0.57,0.43
2,20,179.12582168757604,AHS,AWB,0.57,0.43
3,30,338.04303310773156,AHS,AWB,0.57,0.43
4,40,422.72204760623856,AHS,AWB,0.57,0.43
5,50,484.0270181922149,AHS,AWB,0.57,0.43
6,60,539.21957952145,AHS,AWB,0.57,0.43
7,70,598.7376235258438,AHS,AWB,0.57,0.43
8,80,695.142321676856,AHS,AWB,0.57,0.43
9,90,,AHS,AWB,0.57,0.43
10,95,,AHS,AWB,0.57,0.43
11,99,,AHS,AWB,0.57,0.43
0,5,40.26399634323918,AHS,AWB,0.58,0.42
1,10,69.66349992231477,AHS,AWB,0.58,0.42
2,20,179.14587262731305,AHS,AWB,0.58,0.42
3,30,338.50261431015724,AHS,AWB,0.58,0.42
4,40,423.2163405443395,AHS,AWB,0.58,0.42
5,50,484.3024071093934,AHS,AWB,0.58,0.42
6,60,539.1960758709041,AHS,AWB,0.58,0.42
7,70,598.3613099497184,AHS,AWB,0.58,0.42
8,80,692.6741939703383,AHS,AWB,0.58,0.42
9,90,,AHS,AWB,0.58,0.42
10,95,,AHS,AWB,0.58,0.42
11,99,,AHS,AWB,0.58,0.42
0,5,40.32179396318821,AHS,AWB,0.59,0.41
1,10,69.96925174541893,AHS,AWB,0.59,0.41
2,20,179.1659359284906,AHS,AWB,0.59,0.41
3,30,338.9665032102973,AHS,AWB,0.59,0.41
4,40,423.7103407866316,AHS,AWB,0.59,0.41
5,50,484.57530336374043,AHS,AWB,0.59,0.41
6,60,539.1728323626917,AHS,AWB,0.59,0.41
7,70,597.9891769485075,AHS,AWB,0.59,0.41
8,80,690.3235159400776,AHS,AWB,0.59,0.41
9,90,,AHS,AWB,0.59,0.41
10,95,,AHS,AWB,0.59,0.41
11,99,,AHS,AWB,0.59,0.41
0,5,40.379672787192696,AHS,AWB,0.6,0.4
1,10,70.27782611043207,AHS,AWB,0.6,0.4
2,20,179.1860116717654,AHS,AWB,0.6,0.4
3,30,339.4347743009803,AHS,AWB,0.6,0.4
4,40,424.2040471482394,AHS,AWB,0.6,0.4
5,50,484.8457511859592,AHS,AWB,0.6,0.4
6,60,539.1498446915899,AHS,AWB,0.6,0.4
7,70,597.6211554231328,AHS,AWB,0.6,0.4
8,80,688.0808638270795,AHS,AWB,0.6,0.4
9,90,,AHS,AWB,0.6,0.4
10,95,,AHS,AWB,0.6,0.4
11,99,,AHS,AWB,0.6,0.4
0,5,40.437662846193945,AHS,AWB,0.61,0.39
1,10,70.58929529528943,AHS,AWB,0.61,0.39
2,20,179.20609993644968,AHS,AWB,0.61,0.39
3,30,339.9074960959157,AHS,AWB,0.61,0.39
4,40,424.69743033678634,AHS,AWB,0.61,0.39
5,50,485.1137912324453,AHS,AWB,0.61,0.39
6,60,539.1271086475252,AHS,AWB,0.61,0.39
7,70,597.2571767493524,AHS,AWB,0.61,0.39
8,80,685.9379300842185,AHS,AWB,0.61,0.39
9,90,,AHS,AWB,0.61,0.39
10,95,,AHS,AWB,0.61,0.39
11,99,,AHS,AWB,0.61,0.39
0,5,40.49579469798609,AHS,AWB,0.62,0.38
1,10,70.90344894912242,AHS,AWB,0.62,0.38
2,20,179.2262008005064,AHS,AWB,0.62,0.38
3,30,340.3847483190201,AHS,AWB,0.62,0.38
4,40,425.190488072208,AHS,AWB,0.62,0.38
5,50,485.3794413954,AHS,AWB,0.62,0.38
6,60,539.1046201129286,AHS,AWB,0.62,0.38
7,70,596.897163659686,AHS,AWB,0.62,0.38
8,80,683.8873435181874,AHS,AWB,0.62,0.38
9,90,,AHS,AWB,0.62,0.38
10,95,,AHS,AWB,0.62,0.38
11,99,,AHS,AWB,0.62,0.38
0,5,40.554099375578275,AHS,AWB,0.63,0.37
1,10,71.22017240255836,AHS,AWB,0.63,0.37
2,20,179.24631434054575,AHS,AWB,0.63,0.37
3,30,340.8665966425109,AHS,AWB,0.63,0.37
4,40,425.6831910148344,AHS,AWB,0.63,0.37
5,50,485.642738545996,AHS,AWB,0.63,0.37
6,60,539.0823750601807,AHS,AWB,0.63,0.37
7,70,596.5410559496524,AHS,AWB,0.63,0.37
8,80,681.9225251604704,AHS,AWB,0.63,0.37
9,90,,AHS,AWB,0.63,0.37
10,95,,AHS,AWB,0.63,0.37
11,99,,AHS,AWB,0.63,0.37
0,5,40.61260833786694,AHS,AWB,0.64,0.36
1,10,71.53957978293492,AHS,AWB,0.64,0.36
2,20,179.26644063182093,AHS,AWB,0.64,0.36
3,30,341.3531228271839,AHS,AWB,0.64,0.36
4,40,426.1755357147821,AHS,AWB,0.64,0.36
5,50,485.90372460697625,AHS,AWB,0.64,0.36
6,60,539.0603695491408,AHS,AWB,0.64,0.36
7,70,596.1887846949714,AHS,AWB,0.64,0.36
8,80,680.0375773674416,AHS,AWB,0.64,0.36
9,90,,AHS,AWB,0.64,0.36
10,95,,AHS,AWB,0.64,0.36
11,99,,AHS,AWB,0.64,0.36
0,5,40.67135342252962,AHS,AWB,0.65,0.35
1,10,71.86142583129424,AHS,AWB,0.65,0.35
2,20,179.2865797482241,AHS,AWB,0.65,0.35
3,30,341.844391626565,AHS,AWB,0.65,0.35
4,40,426.66749291607135,AHS,AWB,0.65,0.35
5,50,486.16243440306914,AHS,AWB,0.65,0.35
6,60,539.0385997247613,AHS,AWB,0.65,0.35
7,70,595.8402790324103,AHS,AWB,0.65,0.35
8,80,678.2271878951469,AHS,AWB,0.65,0.35
9,90,,AHS,AWB,0.65,0.35
10,95,,AHS,AWB,0.65,0.35
11,99,,AHS,AWB,0.65,0.35
0,5,40.730366801054565,AHS,AWB,0.66,0.34
1,10,72.18550597374684,AHS,AWB,0.66,0.34
2,20,179.3067317622826,AHS,AWB,0.66,0.34
3,30,342.34048479598243,AHS,AWB,0.66,0.34
4,40,427.15905790342305,AHS,AWB,0.66,0.34
5,50,486.41888438964435,AHS,AWB,0.66,0.34
6,60,539.0170618147768,AHS,AWB,0.66,0.34
7,70,595.4954840448412,AHS,AWB,0.66,0.34
8,80,676.4865536847798,AHS,AWB,0.66,0.34
9,90,,AHS,AWB,0.66,0.34
10,95,,AHS,AWB,0.66,0.34
11,99,,AHS,AWB,0.66,0.34
0,5,40.789680935824215,AHS,AWB,0.67,0.33
1,10,72.51193486420323,AHS,AWB,0.67,0.33
2,20,179.32689674515458,AHS,AWB,0.67,0.33
3,30,342.8414669406338,AHS,AWB,0.67,0.33
4,40,427.65020166169086,AHS,AWB,0.67,0.33
5,50,486.6731124364289,AHS,AWB,0.67,0.33
6,60,538.9957520930633,AHS,AWB,0.67,0.33
7,70,595.1543329426347,AHS,AWB,0.67,0.33
8,80,674.8113185886862,AHS,AWB,0.67,0.33
9,90,,AHS,AWB,0.67,0.33
10,95,,AHS,AWB,0.67,0.33
11,99,,AHS,AWB,0.67,0.33
0,5,40.84932853917296,AHS,AWB,0.68,0.32
1,10,72.84043651053368,AHS,AWB,0.68,0.32
2,20,179.34707476662518,AHS,AWB,0.68,0.32
3,30,343.3474185025175,AHS,AWB,0.68,0.32
4,40,428.14091808963093,AHS,AWB,0.68,0.32
5,50,486.925158143952,AHS,AWB,0.68,0.32
6,60,538.9746658359948,AHS,AWB,0.68,0.32
7,70,594.8167603506099,AHS,AWB,0.68,0.32
8,80,673.197517722623,AHS,AWB,0.68,0.32
9,90,,AHS,AWB,0.68,0.32
10,95,,AHS,AWB,0.68,0.32
11,99,,AHS,AWB,0.68,0.32
0,5,40.909342534343196,AHS,AWB,0.69,0.31
1,10,73.17073502439645,AHS,AWB,0.69,0.31
2,20,179.36726589510263,AHS,AWB,0.69,0.31
3,30,343.85840409178417,AHS,AWB,0.69,0.31
4,40,428.63117860053484,AHS,AWB,0.69,0.31
5,50,487.1750525983569,AHS,AWB,0.69,0.31
6,60,538.953799043389,AHS,AWB,0.69,0.31
7,70,594.4827152758972,AHS,AWB,0.69,0.31
8,80,671.6415210509741,AHS,AWB,0.69,0.31
9,90,,AHS,AWB,0.69,0.31
10,95,,AHS,AWB,0.69,0.31
11,99,,AHS,AWB,0.69,0.31
0,5,40.969756018266075,AHS,AWB,0.7,0.3
1,10,73.50292870531412,AHS,AWB,0.7,0.3
2,20,179.38747019761365,AHS,AWB,0.7,0.3
3,30,344.3745017841816,AHS,AWB,0.7,0.3
4,40,429.1209755571268,AHS,AWB,0.7,0.3
5,50,487.42281131084894,AHS,AWB,0.7,0.3
6,60,538.9331483479054,AHS,AWB,0.7,0.3
7,70,594.1521343423401,AHS,AWB,0.7,0.3
8,80,670.1400151591571,AHS,AWB,0.7,0.3
9,90,,AHS,AWB,0.7,0.3
10,95,,AHS,AWB,0.7,0.3
11,99,,AHS,AWB,0.7,0.3
0,5,41.03055120042578,AHS,AWB,0.71,0.29
1,10,73.83670497103802,AHS,AWB,0.71,0.29
2,20,179.40768773979997,AHS,AWB,0.71,0.29
3,30,344.8957761178052,AHS,AWB,0.71,0.29
4,40,429.6102810239445,AHS,AWB,0.71,0.29
5,50,487.66847071512586,AHS,AWB,0.71,0.29
6,60,538.9127104533374,AHS,AWB,0.71,0.29
7,70,593.8249563094118,AHS,AWB,0.71,0.29
8,80,668.6899452211126,AHS,AWB,0.71,0.29
9,90,,AHS,AWB,0.71,0.29
10,95,,AHS,AWB,0.71,0.29
11,99,,AHS,AWB,0.71,0.29
0,5,41.09147320086862,AHS,AWB,0.72,0.28
1,10,74.17173478186793,AHS,AWB,0.72,0.28
2,20,179.42791858591417,AHS,AWB,0.72,0.28
3,30,345.42230167755486,AHS,AWB,0.72,0.28
4,40,430.0990856431408,AHS,AWB,0.72,0.28
5,50,487.9120681298541,AHS,AWB,0.72,0.28
6,60,538.8924821325891,AHS,AWB,0.72,0.28
7,70,593.5011338121384,AHS,AWB,0.72,0.28
8,80,667.2885097928942,AHS,AWB,0.72,0.28
9,90,,AHS,AWB,0.72,0.28
10,95,,AHS,AWB,0.72,0.28
11,99,,AHS,AWB,0.72,0.28
0,5,41.152545913966726,AHS,AWB,0.73,0.27
1,10,74.50809711977155,AHS,AWB,0.73,0.27
2,20,179.44816279881522,AHS,AWB,0.73,0.27
3,30,345.9541428492517,AHS,AWB,0.73,0.27
4,40,430.5873623936981,AHS,AWB,0.73,0.27
5,50,488.15363392607844,AHS,AWB,0.73,0.27
6,60,538.87246022573,AHS,AWB,0.73,0.27
7,70,593.1806075934065,AHS,AWB,0.73,0.27
8,80,665.9331121105707,AHS,AWB,0.73,0.27
9,90,,AHS,AWB,0.73,0.27
10,95,,AHS,AWB,0.73,0.27
11,99,,AHS,AWB,0.73,0.27
0,5,41.21384747751452,AHS,AWB,0.74,0.26
1,10,74.84543629705252,AHS,AWB,0.74,0.26
2,20,179.46842043996506,AHS,AWB,0.74,0.26
3,30,346.4913693704808,AHS,AWB,0.74,0.26
4,40,431.0750999727427,AHS,AWB,0.74,0.26
5,50,488.3931812901055,AHS,AWB,0.74,0.26
6,60,538.8526416381194,AHS,AWB,0.74,0.26
7,70,592.8633193343509,AHS,AWB,0.74,0.26
8,80,664.6213596027679,AHS,AWB,0.74,0.26
9,90,,AHS,AWB,0.74,0.26
10,95,,AHS,AWB,0.74,0.26
11,99,,AHS,AWB,0.74,0.26
0,5,41.27545832957582,AHS,AWB,0.75,0.25
1,10,75.18339077401201,AHS,AWB,0.75,0.25
2,20,179.4886915694238,AHS,AWB,0.75,0.25
3,30,347.0340453999023,AHS,AWB,0.75,0.25
4,40,431.5622725829147,AHS,AWB,0.75,0.25
5,50,488.6307438126146,AHS,AWB,0.75,0.25
6,60,538.8330233385991,AHS,AWB,0.75,0.25
7,70,592.5492249274649,AHS,AWB,0.75,0.25
8,80,663.3510310668426,AHS,AWB,0.75,0.25
9,90,,AHS,AWB,0.75,0.25
10,95,,AHS,AWB,0.75,0.25
11,99,,AHS,AWB,0.75,0.25
0,5,41.33746112554941,AHS,AWB,0.76,0.24
1,10,75.5220223462051,AHS,AWB,0.76,0.24
2,20,179.50897624584616,AHS,AWB,0.76,0.24
3,30,347.58223439453536,AHS,AWB,0.76,0.24
4,40,432.04886670604316,AHS,AWB,0.76,0.24
5,50,488.86635660776994,AHS,AWB,0.76,0.24
6,60,538.8136023577534,AHS,AWB,0.76,0.24
7,70,592.2382699337671,AHS,AWB,0.76,0.24
8,80,662.1200618485848,AHS,AWB,0.76,0.24
9,90,,AHS,AWB,0.76,0.24
10,95,,AHS,AWB,0.76,0.24
11,99,,AHS,AWB,0.76,0.24
0,5,41.399940657030406,AHS,AWB,0.77,0.23
1,10,75.86093305813075,AHS,AWB,0.77,0.23
2,20,179.52927452647725,AHS,AWB,0.77,0.23
3,30,348.13599956214136,AHS,AWB,0.77,0.23
4,40,432.5348581296999,AHS,AWB,0.77,0.23
5,50,489.1000514189366,AHS,AWB,0.77,0.23
6,60,538.79437578623,AHS,AWB,0.77,0.23
7,70,591.9303984283117,AHS,AWB,0.77,0.23
8,80,660.926532833938,AHS,AWB,0.77,0.23
9,90,,AHS,AWB,0.77,0.23
10,95,,AHS,AWB,0.77,0.23
11,99,,AHS,AWB,0.77,0.23
0,5,41.46298377243553,AHS,AWB,0.78,0.22
1,10,76.19975109335124,AHS,AWB,0.78,0.22
2,20,179.54958646714837,AHS,AWB,0.78,0.22
3,30,348.6953979868837,AHS,AWB,0.78,0.22
4,40,433.0202307979889,AHS,AWB,0.78,0.22
5,50,489.3318394921393,AHS,AWB,0.78,0.22
6,60,538.7753407731211,AHS,AWB,0.78,0.22
7,70,591.6255680319754,AHS,AWB,0.78,0.22
8,80,659.7686580600894,AHS,AWB,0.78,0.22
9,90,,AHS,AWB,0.78,0.22
10,95,,AHS,AWB,0.78,0.22
11,99,,AHS,AWB,0.78,0.22
0,5,41.52667929936111,AHS,AWB,0.79,0.21
1,10,76.5385243534479,AHS,AWB,0.79,0.21
2,20,179.5699121222731,AHS,AWB,0.79,0.21
3,30,349.260489497139,AHS,AWB,0.79,0.21
4,40,433.5049625031955,AHS,AWB,0.79,0.21
5,50,489.56174938777644,AHS,AWB,0.79,0.21
6,60,538.7564945244008,AHS,AWB,0.79,0.21
7,70,591.3237303572655,AHS,AWB,0.79,0.21
8,80,658.6447682201946,AHS,AWB,0.79,0.21
9,90,,AHS,AWB,0.79,0.21
10,95,,AHS,AWB,0.79,0.21
11,99,,AHS,AWB,0.79,0.21
0,5,41.591117968642784,AHS,AWB,0.8,0.2
1,10,76.8768246821002,AHS,AWB,0.8,0.2
2,20,179.5902515448429,AHS,AWB,0.8,0.2
3,30,349.8313255558199,AHS,AWB,0.8,0.2
4,40,433.98903428172855,AHS,AWB,0.8,0.2
5,50,489.78981411678154,AHS,AWB,0.8,0.2
6,60,538.7378343014182,AHS,AWB,0.8,0.2
7,70,591.0248324748974,AHS,AWB,0.8,0.2
8,80,657.5533025942335,AHS,AWB,0.8,0.2
9,90,,AHS,AWB,0.8,0.2
10,95,,AHS,AWB,0.8,0.2
11,99,,AHS,AWB,0.8,0.2
0,5,41.6563923400864,AHS,AWB,0.81,0.19
1,10,77.21428920832183,AHS,AWB,0.81,0.19
2,20,179.6106047864234,AHS,AWB,0.81,0.19
3,30,350.4079596912356,AHS,AWB,0.81,0.19
4,40,434.47242638158775,AHS,AWB,0.81,0.19
5,50,490.0160660754869,AHS,AWB,0.81,0.19
6,60,538.7193574194414,AHS,AWB,0.81,0.19
7,70,590.7288302195536,AHS,AWB,0.81,0.19
8,80,656.4928003154064,AHS,AWB,0.81,0.19
9,90,,AHS,AWB,0.81,0.19
10,95,,AHS,AWB,0.81,0.19
11,99,,AHS,AWB,0.81,0.19
0,5,41.72259672984017,AHS,AWB,0.82,0.18
1,10,77.55095753591002,AHS,AWB,0.82,0.18
2,20,179.6309718971499,AHS,AWB,0.82,0.18
3,30,350.9904381942716,AHS,AWB,0.82,0.18
4,40,434.9551166820747,AHS,AWB,0.82,0.18
5,50,490.24052041029415,AHS,AWB,0.82,0.18
6,60,538.701061246252,AHS,AWB,0.82,0.18
7,70,590.435683341142,AHS,AWB,0.82,0.18
8,80,655.4618919607622,AHS,AWB,0.82,0.18
9,90,,AHS,AWB,0.82,0.18
10,95,,AHS,AWB,0.82,0.18
11,99,,AHS,AWB,0.82,0.18
0,5,41.789827139378374,AHS,AWB,0.83,0.17
1,10,77.88639342756652,AHS,AWB,0.83,0.17
2,20,179.65135292572347,AHS,AWB,0.83,0.17
3,30,351.5788059484711,AHS,AWB,0.83,0.17
4,40,435.43708794151945,AHS,AWB,0.83,0.17
5,50,490.46319583841694,AHS,AWB,0.83,0.17
6,60,538.6829432007867,AHS,AWB,0.83,0.17
7,70,590.145342207638,AHS,AWB,0.83,0.17
8,80,654.4592920574859,AHS,AWB,0.83,0.17
9,90,,AHS,AWB,0.83,0.17
10,95,,AHS,AWB,0.83,0.17
11,99,,AHS,AWB,0.83,0.17
0,5,41.8581811860674,AHS,AWB,0.84,0.16
1,10,78.2202535109621,AHS,AWB,0.84,0.16
2,20,179.6717479194067,AHS,AWB,0.84,0.16
3,30,352.17310312226004,AHS,AWB,0.84,0.16
4,40,435.91831509647255,AHS,AWB,0.84,0.16
5,50,490.6841233831206,AHS,AWB,0.84,0.16
6,60,538.6650007518248,AHS,AWB,0.84,0.16
7,70,589.8577603094757,AHS,AWB,0.84,0.16
8,80,653.4837923834494,AHS,AWB,0.84,0.16
9,90,,AHS,AWB,0.84,0.16
10,95,,AHS,AWB,0.84,0.16
11,99,,AHS,AWB,0.84,0.16
0,5,41.927758035285336,AHS,AWB,0.85,0.15
1,10,78.55257985742384,AHS,AWB,0.85,0.15
2,20,179.69215692401986,AHS,AWB,0.85,0.15
3,30,352.7733654811335,AHS,AWB,0.85,0.15
4,40,436.39878315823285,AHS,AWB,0.85,0.15
5,50,490.9033335480361,AHS,AWB,0.85,0.15
6,60,538.6472314167199,AHS,AWB,0.85,0.15
7,70,589.5729030588368,AHS,AWB,0.85,0.15
8,80,652.534255958986,AHS,AWB,0.85,0.15
9,90,,AHS,AWB,0.85,0.15
10,95,,AHS,AWB,0.85,0.15
11,99,,AHS,AWB,0.85,0.15
0,5,41.99865833406684,AHS,AWB,0.86,0.14
1,10,78.88295565422968,AHS,AWB,0.86,0.14
2,20,179.7125799839362,AHS,AWB,0.86,0.14
3,30,353.3796243074004,AHS,AWB,0.86,0.14
4,40,436.87846453777706,AHS,AWB,0.86,0.14
5,50,491.12085186673016,AHS,AWB,0.86,0.14
6,60,538.6296327601729,AHS,AWB,0.86,0.14
7,70,589.2907259766562,AHS,AWB,0.86,0.14
8,80,651.6096116422077,AHS,AWB,0.86,0.14
9,90,,AHS,AWB,0.86,0.14
10,95,,AHS,AWB,0.86,0.14
11,99,,AHS,AWB,0.86,0.14
0,5,42.07092114005703,AHS,AWB,0.87,0.13
1,10,79.2110563438501,AHS,AWB,0.87,0.13
2,20,179.73301714207844,AHS,AWB,0.87,0.13
3,30,353.99190600002913,AHS,AWB,0.87,0.13
4,40,437.3573461156757,AHS,AWB,0.87,0.13
5,50,491.33668641911333,AHS,AWB,0.87,0.13
6,60,538.6122023930449,AHS,AWB,0.87,0.13
7,70,589.0111833417271,AHS,AWB,0.87,0.13
8,80,650.7088492530335,AHS,AWB,0.87,0.13
9,90,,AHS,AWB,0.87,0.13
10,95,,AHS,AWB,0.87,0.13
11,99,,AHS,AWB,0.87,0.13
0,5,42.144582229184415,AHS,AWB,0.88,0.12
1,10,79.53694136464266,AHS,AWB,0.88,0.12
2,20,179.75346843991412,AHS,AWB,0.88,0.12
3,30,354.6102313122282,AHS,AWB,0.88,0.12
4,40,437.83539828850746,AHS,AWB,0.88,0.12
5,50,491.55086353097334,AHS,AWB,0.88,0.12
6,60,538.594937971209,AHS,AWB,0.88,0.12
7,70,588.734238049558,AHS,AWB,0.88,0.12
8,80,649.831015161884,AHS,AWB,0.88,0.12
9,90,,AHS,AWB,0.88,0.12
10,95,,AHS,AWB,0.88,0.12
11,99,,AHS,AWB,0.88,0.12
0,5,42.219750197043716,AHS,AWB,0.89,0.11
1,10,79.86024154823882,AHS,AWB,0.89,0.11
2,20,179.77393391745173,AHS,AWB,0.89,0.11
3,30,355.23461474338194,AHS,AWB,0.89,0.11
4,40,438.3126093256841,AHS,AWB,0.89,0.11
5,50,491.76341186360463,AHS,AWB,0.89,0.11
6,60,538.5778371944399,AHS,AWB,0.89,0.11
7,70,588.4598551738392,AHS,AWB,0.89,0.11
8,80,648.9752082880854,AHS,AWB,0.89,0.11
9,90,,AHS,AWB,0.89,0.11
10,95,,AHS,AWB,0.89,0.11
11,99,,AHS,AWB,0.89,0.11
0,5,42.29653994309336,AHS,AWB,0.9,0.1
1,10,80.18064356182215,AHS,AWB,0.9,0.1
2,20,179.7944136132365,AHS,AWB,0.9,0.1
3,30,355.8650665432086,AHS,AWB,0.9,0.1
4,40,438.78894822421523,AHS,AWB,0.9,0.1
5,50,491.97435958400183,AHS,AWB,0.9,0.1
6,60,538.5608978053372,AHS,AWB,0.9,0.1
